X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,y
2.455141956496786626e-01,2.444577187940576435e-01,2.361886164148784550e-01,2.190648862278280207e-01,2.028008782829799905e-01,1.946499664669242013e-01,2.099280985139572453e-01,2.270165763945393156e-01,2.362455340353014632e-01,2.406495659153798927e-01,2.579981043875771013e-02,2.849688916704776545e-02,2.856367491020143923e-02,2.631639660070200087e-02,9.051583470781796037e-02,1.063793434627078732e-01,1.255885783421358537e-01,1.525601650573372714e-01,1.878468904890463476e-01,8.953694065693162951e-02,1.051332599280836860e-01,1.242392836486751057e-01,1.509270216533483422e-01,1.855735993558192409e-01,1.654432225884455987e-01,1.282744990046797151e-01,1.169873975135478222e-01,1.238689577196672026e-01,1.596884337889371563e-01,7.268661269398008504e-04,8.556159530318118876e-04,7.156861461330740574e-04,2.000000000000000000e+00
2.464682328693015845e-01,2.411671834134693770e-01,2.293748181985042489e-01,2.083415627716063423e-01,1.895592362119960239e-01,1.813337318988991198e-01,1.965428449304971459e-01,2.152232128480416617e-01,2.268456715147482150e-01,2.348805211571544094e-01,2.347329299458132679e-02,2.770236360294527425e-02,2.176691302500696062e-02,1.787576219531669328e-02,9.690949352502781222e-02,1.125881864798370519e-01,1.331488988072257740e-01,1.590212334740982447e-01,1.918767081642955008e-01,9.746297506063275606e-02,1.130634044527368959e-01,1.337672700556211958e-01,1.597546809898054143e-01,1.927913007917338162e-01,1.676855594990242226e-01,1.238051703275975385e-01,1.130611498074052951e-01,1.250951153908923807e-01,1.675973274843618188e-01,2.766325057459674639e-03,2.957501051749228567e-03,2.938206195942587307e-03,2.000000000000000000e+00
2.329143002846621735e-01,2.249514453961826144e-01,2.108435703021859786e-01,1.872143511427189211e-01,1.670935630662175320e-01,1.682411665195623351e-01,1.882083631833116333e-01,2.118267794722349384e-01,2.265106124669536147e-01,2.333392544383936229e-01,1.541579356807858125e-02,1.599230210289256937e-02,1.452995426896498514e-02,1.510942874478625984e-02,9.478805064347491094e-02,1.084458868156342876e-01,1.259419202327633491e-01,1.494987668381382862e-01,1.816853619209325699e-01,9.486490269394226571e-02,1.085624041736053397e-01,1.261278032406054350e-01,1.499230996398640547e-01,1.820553046281148390e-01,1.620032507390954946e-01,1.063957602027081339e-01,9.137794373637067591e-02,1.092441213386562970e-01,1.639961336346057452e-01,5.184808985963428041e-03,5.729441333626167539e-03,5.449319836696655747e-03,3.000000000000000000e+00
2.349140166917299544e-01,2.251348003648337426e-01,2.096590612310139656e-01,1.856559849400553630e-01,1.661693740977087941e-01,1.658750177282012073e-01,1.835989357629693730e-01,2.048591513469279202e-01,2.183429368690701644e-01,2.274941410721613988e-01,1.479292601855296437e-02,1.576569735886405865e-02,1.900745161666838115e-02,1.752175224479244828e-02,9.431373176539387115e-02,1.074645654005399326e-01,1.249663360897693698e-01,1.487166635290002037e-01,1.783459360989374243e-01,9.362848649579696980e-02,1.064285217142608569e-01,1.234291188226306901e-01,1.471860777936497000e-01,1.775784724262337577e-01,1.505152982838800502e-01,9.880450940673575488e-02,7.887952339251201594e-02,9.686857779466720442e-02,1.477620045586056641e-01,8.726625871822683714e-04,7.904719485627622472e-04,5.186379930588001915e-04,3.000000000000000000e+00
1.811864959646492523e-01,1.703250692404445488e-01,1.579003587485070526e-01,1.403791188631240694e-01,1.275088380493507034e-01,1.231655440291983677e-01,1.382375078576069671e-01,1.575235703910481400e-01,1.711926053043441864e-01,1.819232819816849756e-01,7.177483598314838772e-03,8.520149947298808271e-03,1.056562484101989177e-02,1.035532411232343263e-02,7.473631029581508101e-02,8.523052706621685182e-02,9.902262866897344751e-02,1.181524118082466074e-01,1.459661899291606058e-01,7.645799337710801336e-02,8.786116689463670248e-02,1.027022479960047890e-01,1.225683480695770183e-01,1.506775081371084790e-01,1.356255203030692913e-01,8.705490737555626746e-02,7.594998625927776303e-02,9.119885973291380621e-02,1.390162691692546360e-01,3.024950458460012523e-02,3.386525674887892051e-02,2.943959512574617979e-02,3.000000000000000000e+00
2.314434978169575274e-01,2.232433269501216677e-01,2.111705908520141173e-01,1.906523509508266101e-01,1.739964021751364831e-01,1.764675028566570492e-01,1.966538798312461866e-01,2.191306676502205453e-01,2.326498145073490620e-01,2.411170163136238942e-01,2.231227552132930905e-02,2.369285009843059495e-02,2.296305965013288250e-02,2.227962735459334404e-02,9.149888414835587180e-02,1.051400052508359301e-01,1.232250435815002432e-01,1.471558221333886807e-01,1.784536836766973111e-01,9.123916498362961980e-02,1.045490606714291754e-01,1.220964170717479119e-01,1.451623016019910617e-01,1.752848660526500346e-01,1.552006071112673191e-01,1.078191676379086084e-01,9.579360620367023682e-02,1.077302866801306130e-01,1.505907893460988467e-01,1.334250717539859276e-03,1.348121855653587348e-03,1.521516718763395474e-03,3.000000000000000000e+00
2.212287019069602290e-01,2.098324558573689547e-01,1.958625165795027656e-01,1.761528262409430279e-01,1.606938493955429592e-01,1.591217179394673609e-01,1.767128751886846427e-01,1.977828746075672439e-01,2.113075910125894463e-01,2.207475886917535102e-01,1.634973697703660106e-02,1.765964423713591372e-02,1.522572004801701039e-02,1.279007793787469149e-02,8.969657949061446423e-02,1.033637853524903422e-01,1.207971551559141876e-01,1.441069394954136440e-01,1.731122833738420463e-01,8.847416023969527366e-02,1.015371722816627714e-01,1.183856973141634711e-01,1.410364850712844120e-01,1.695216267090219608e-01,1.424103672915303376e-01,1.019062615967706864e-01,8.828450855086344973e-02,9.845657820541438288e-02,1.385717579105615882e-01,3.071419935541276538e-03,3.319099762674940397e-03,3.528147084283989651e-03,3.000000000000000000e+00
2.355106203209877958e-01,2.228354931967166386e-01,2.064874126657774145e-01,1.820367711576334202e-01,1.617660466774671346e-01,1.590543786085480971e-01,1.786445187531204293e-01,2.029138115215554095e-01,2.194776520986832791e-01,2.320452890430664827e-01,2.079233457228235951e-02,2.213812641531988715e-02,1.410952255551249993e-02,1.286104048408642266e-02,9.725690208401503722e-02,1.113980811870745324e-01,1.287169630946960186e-01,1.539882210029199505e-01,1.884448074375534854e-01,9.671402370489254330e-02,1.102890912432644838e-01,1.272178446464190538e-01,1.520119728466542974e-01,1.861964145304658980e-01,1.618565606551929381e-01,1.102464406338594660e-01,9.292065278865216382e-02,1.070045205510425090e-01,1.579172678352075421e-01,8.885399997987194392e-04,9.661801227680602263e-04,1.171122962453589617e-03,3.000000000000000000e+00
2.251598191936534099e-01,2.164509479207585296e-01,2.032510411697932284e-01,1.818384659898383826e-01,1.645372097033312164e-01,1.685669913718749191e-01,1.873879516568494885e-01,2.092777885116509085e-01,2.230377573444528028e-01,2.319912724095905543e-01,1.487549531937070249e-02,1.710908551472145253e-02,2.157134298518166918e-02,2.050259834553802216e-02,8.949458995233232350e-02,1.026197484032995016e-01,1.199294355452868027e-01,1.438620167060117028e-01,1.777787664651660215e-01,9.005148597914393316e-02,1.029741090981771412e-01,1.200065559020564721e-01,1.431530495467295550e-01,1.756786409215967681e-01,1.477847280648232065e-01,9.932825768888363382e-02,8.678820671170617285e-02,9.882379578095543127e-02,1.457399493776865285e-01,5.516675590869488284e-03,6.152869016797078532e-03,5.653207415225024873e-03,3.000000000000000000e+00
2.219331511652674893e-01,2.127903282665516982e-01,1.992850451258567634e-01,1.770687703292448123e-01,1.582235221210769038e-01,1.540608043361196000e-01,1.697942481906157819e-01,1.901798806394537078e-01,2.044888640821792836e-01,2.155322866333763410e-01,1.494573999395153695e-02,1.635642486513986735e-02,1.525200390621245412e-02,1.436238807190690948e-02,9.317005255659539797e-02,1.061811558799903854e-01,1.240570871079886561e-01,1.480509202069668073e-01,1.797441288324627684e-01,9.263685483554207067e-02,1.055368104113282024e-01,1.234248539468831146e-01,1.475001929834413861e-01,1.789847447198920916e-01,1.609819735518148442e-01,1.066527889108424831e-01,8.946978250686564438e-02,1.039519490152504555e-01,1.548324944325802643e-01,2.730290118784189229e-02,3.242338607388713101e-02,2.816157115963838567e-02,3.000000000000000000e+00
3.032846572591045842e-01,2.908570682490537185e-01,2.719933974543175537e-01,2.418675591555193016e-01,2.159385238788923689e-01,2.198857815180275399e-01,2.461995180890514112e-01,2.767858211579929950e-01,2.966290203855930230e-01,3.095298062151002338e-01,1.662798309178471767e-02,1.846101805833442328e-02,2.046799643682656322e-02,2.171016088190077728e-02,1.224947734941116417e-01,1.399112795148190758e-01,1.616458648484227212e-01,1.933942968250834393e-01,2.351636107416093247e-01,1.185341053651071674e-01,1.345581290860035917e-01,1.549385063223075454e-01,1.856346490794155424e-01,2.268981359668555409e-01,1.925866388296273990e-01,1.329064273460359991e-01,1.116386961923785670e-01,1.278688432172948863e-01,1.892088409429350249e-01,4.228632578100615410e-04,6.598537784280421445e-04,6.659007957253134172e-04,3.000000000000000000e+00
2.377049770725418454e-01,2.286887035948242386e-01,2.145578581115147043e-01,1.905541891600972537e-01,1.697650130070734176e-01,1.699358353961679668e-01,1.879801154844570887e-01,2.096682644707505705e-01,2.235117708960402683e-01,2.327981455320380921e-01,2.274993670094541814e-02,2.400424700237494685e-02,2.572050651977127525e-02,2.409536668739288220e-02,9.440174082967719982e-02,1.074938419910005105e-01,1.245246010483361948e-01,1.487284760744268797e-01,1.818065561177745759e-01,9.468844683020609387e-02,1.087988417910174532e-01,1.272512048636772197e-01,1.529894363983073102e-01,1.870236175529625677e-01,1.550855287303843089e-01,1.051302950534313274e-01,9.428959056678710982e-02,1.103972455885357806e-01,1.583726411953206292e-01,1.084621086613082180e-02,1.280043746111174906e-02,1.102749809135286987e-02,3.000000000000000000e+00
1.955765382428446275e-01,1.838724453020604832e-01,1.692621131289751835e-01,1.481718764346596495e-01,1.322221171481308410e-01,1.359994284365352302e-01,1.528078840568910801e-01,1.735682237590638333e-01,1.882112266938549272e-01,1.992940999424493431e-01,7.459751368512125905e-03,8.149308240710152404e-03,1.117741389752767260e-02,1.160100098477019441e-02,8.310893656388919359e-02,9.438516429124535478e-02,1.094016020213556262e-01,1.298863720076007811e-01,1.566993782039129979e-01,8.340834029319431353e-02,9.453867146298276791e-02,1.094252022345616748e-01,1.299519455609423058e-01,1.565868984031149602e-01,1.294686527594519077e-01,8.734024761783698576e-02,7.617469178438762700e-02,9.101474303127020382e-02,1.325640144919288665e-01,9.971700107100127386e-03,1.164424160172876539e-02,9.965425828002746206e-03,3.000000000000000000e+00
2.103896625576518742e-01,1.977507286112769047e-01,1.819456862263493235e-01,1.580972358342566941e-01,1.386627554630856241e-01,1.351228087766485619e-01,1.533160941476188199e-01,1.772062240267116007e-01,1.946397470774222371e-01,2.082538792524444293e-01,1.182819627243440752e-02,1.388713367716520874e-02,1.280111358544445445e-02,1.199432032418284826e-02,8.944491377649999020e-02,1.027624877368243372e-01,1.202292468513875973e-01,1.451986931199054642e-01,1.759929788776984638e-01,8.813422342746768390e-02,1.010316059052463744e-01,1.180532244194420211e-01,1.427708560468834431e-01,1.736291116903367626e-01,1.530503692078088174e-01,1.057375934960140401e-01,9.067963546696619637e-02,1.038763733821501667e-01,1.477611700645054260e-01,1.049339051347045583e-03,1.167940536491709905e-03,9.455278667708087075e-04,3.000000000000000000e+00
2.097614291309810308e-01,1.969358333358429969e-01,1.808571927727756490e-01,1.571100447977987480e-01,1.381449940083753769e-01,1.450357074435421334e-01,1.595673059705305930e-01,1.779580591452917249e-01,1.913617183620835993e-01,2.029444455400093716e-01,1.705663713095058320e-02,1.774726967322897558e-02,1.577585812318783171e-02,1.596683950161729634e-02,8.455294624179503227e-02,9.669302993660208734e-02,1.121498129886218664e-01,1.344289759717206267e-01,1.651956827292901386e-01,8.772135030721320281e-02,1.008017209119139168e-01,1.176760969689413655e-01,1.413198132052103373e-01,1.730507882719752311e-01,1.448903057506998604e-01,1.039349605822464939e-01,9.370968679791724654e-02,1.058586551289340538e-01,1.443987836955749615e-01,1.808332256500993140e-03,2.053878100745362006e-03,1.918936770275788675e-03,3.000000000000000000e+00
2.527354245744634076e-01,2.437972828158913308e-01,2.275857588646462148e-01,2.021784428856678861e-01,1.798337519768488102e-01,1.798431871890461275e-01,1.973548901583355719e-01,2.191257073098557551e-01,2.336616043454868008e-01,2.435727343395690248e-01,1.851017728652268671e-02,2.089719500806392835e-02,2.225146119564533342e-02,1.969694683932125823e-02,9.859319159311738523e-02,1.129417846108137224e-01,1.305501149151681306e-01,1.547990610098824438e-01,1.854224035639910617e-01,9.880344364103234300e-02,1.133952693258618860e-01,1.316209274578715449e-01,1.568112281688461285e-01,1.880793646505551642e-01,1.519296366693770883e-01,1.111325025117524956e-01,9.784158984520648084e-02,1.104084583751456794e-01,1.515016015711646291e-01,2.217518635817269414e-03,2.682807033246006369e-03,2.130138885236768174e-03,3.000000000000000000e+00
2.471606060060509980e-01,2.379827711515957733e-01,2.229163626469782833e-01,1.994833882105007394e-01,1.798541510158120083e-01,1.754274227628210003e-01,1.992313422506843956e-01,2.261406770248547415e-01,2.430771502435837006e-01,2.518678383553037969e-01,8.038340708771067600e-03,8.097545057229529539e-03,1.191366533126479547e-02,1.259033620472842403e-02,9.563992156745187989e-02,1.095536731648808493e-01,1.277763247562884175e-01,1.525465442374273339e-01,1.844292773046525280e-01,9.587502348817561471e-02,1.100628866222229663e-01,1.285649495650948992e-01,1.534811001276864817e-01,1.853003836972543228e-01,1.563311166590501955e-01,1.094555347648539095e-01,9.648671236903259840e-02,1.087872133139154429e-01,1.521555097038151949e-01,5.238329676484282989e-04,2.673885376975059544e-04,6.695728620491058240e-04,3.000000000000000000e+00
2.233166455279081974e-01,2.082404175587240780e-01,1.909721433432039206e-01,1.664315448855268331e-01,1.473088326769470269e-01,1.438934971160160115e-01,1.620668065449540896e-01,1.855075772703141945e-01,2.028063020732751298e-01,2.180230297420497065e-01,1.521868732969555195e-02,1.718584774578272092e-02,1.605786048688922357e-02,1.492075873611357906e-02,9.621217996009225060e-02,1.102392374894396038e-01,1.282841788360992719e-01,1.532783197943666242e-01,1.864248541982010399e-01,9.556489499942308341e-02,1.096131216805995429e-01,1.274622404921007812e-01,1.525538292216814529e-01,1.860699515787504477e-01,1.598713855013428886e-01,1.114349343544212556e-01,9.876037161045135571e-02,1.145566409922687406e-01,1.622856180528464420e-01,3.339025500745179936e-03,3.708287673796538744e-03,3.455849882875901714e-03,3.000000000000000000e+00
2.259634971079788335e-01,2.213858469909623095e-01,2.100127676685143441e-01,1.886902795370027919e-01,1.687296396206530158e-01,1.731200627707130124e-01,1.951645346783868196e-01,2.178877798501093477e-01,2.293211406360248783e-01,2.314762936005426985e-01,1.306629045550212510e-02,1.471340279556066638e-02,1.693568837026840704e-02,1.621561583614754970e-02,8.516947474562747145e-02,9.825669380009886822e-02,1.153654860930691528e-01,1.379974313586428136e-01,1.679363811328853373e-01,8.339419651884161233e-02,9.604396738198076044e-02,1.125077723479909753e-01,1.345238174929891395e-01,1.639605463889809989e-01,1.457221673014911512e-01,1.015177440767129485e-01,8.889198033295755974e-02,9.977577922047180248e-02,1.421249410452794792e-01,4.027533080808787420e-03,4.450496430063265348e-03,4.273600667768375980e-03,3.000000000000000000e+00
2.230089317639341318e-01,2.105005251421008527e-01,1.950473719310253928e-01,1.726190857501285758e-01,1.557558543640813475e-01,1.620101890661082844e-01,1.793486652438057716e-01,2.017938388831364560e-01,2.167386624921699145e-01,2.268680389245756046e-01,1.187581607296228116e-02,1.332220185781160353e-02,1.721471931429107913e-02,1.554720963280393185e-02,9.667905220921947651e-02,1.101232896633679709e-01,1.282854928057330923e-01,1.520217565972170337e-01,1.816178825286732523e-01,9.654950877853607505e-02,1.098876754291389091e-01,1.280233615296771099e-01,1.518765759603769583e-01,1.810271516524511182e-01,1.569450517097689679e-01,1.041638876836558092e-01,8.906610004279116866e-02,1.084244144065170529e-01,1.572035803321332192e-01,9.302649456188210111e-03,1.049174736112131780e-02,9.445431361163327336e-03,3.000000000000000000e+00
2.523728354223187531e-01,2.370430492738086758e-01,2.186806125015451074e-01,1.927888689760343388e-01,1.721470847972629559e-01,1.726369421041156205e-01,1.962049778533880295e-01,2.252526184452648128e-01,2.471887396639018131e-01,2.641900673167827951e-01,1.471408597365573938e-02,1.663243797141325878e-02,1.560184025278505207e-02,1.655140245575445479e-02,1.134596391676785943e-01,1.300777262385896249e-01,1.504341543826002436e-01,1.786278323569392146e-01,2.194693618472131902e-01,1.127671746145534892e-01,1.284342742409773641e-01,1.478521618526599524e-01,1.748452608555089716e-01,2.139252156813948591e-01,1.913019559144179538e-01,1.258660938024746545e-01,1.047176298802605932e-01,1.234526862795377322e-01,1.895263236116282168e-01,3.368583019078851687e-02,4.041765549854027528e-02,3.413341175082706264e-02,3.000000000000000000e+00
2.220835686058996450e-01,2.095459165688155490e-01,1.936413136878831764e-01,1.700755113391900775e-01,1.514121717991210314e-01,1.524818633714332683e-01,1.696014583311535595e-01,1.917319049279792853e-01,2.072430483427281644e-01,2.193409880054420780e-01,1.435419703862301187e-02,1.503531377854137353e-02,1.665017300567664740e-02,1.448490263034581810e-02,9.435854629949155803e-02,1.084080838761695420e-01,1.269387247076660952e-01,1.511784297768551388e-01,1.844326211919703473e-01,9.431799163060947122e-02,1.085561345653929533e-01,1.274938175766291704e-01,1.521863956180313504e-01,1.857113962752153513e-01,1.629025739039824394e-01,1.114434974595701899e-01,9.804686361120545923e-02,1.099424318440619247e-01,1.604779657311805885e-01,6.627867908934123239e-03,7.254339241424091929e-03,6.674474587458806979e-03,3.000000000000000000e+00
2.449400481859492773e-01,2.334055800357357213e-01,2.168887842979271841e-01,1.915005158252562345e-01,1.708426806172349544e-01,1.668613210979392747e-01,1.837872795172797447e-01,2.065217655019338516e-01,2.220686100805637775e-01,2.348712340206550453e-01,1.604833562126482815e-02,1.736255465645157592e-02,1.289287467875975014e-02,1.062857786854486813e-02,9.769533141136192700e-02,1.114024167018072276e-01,1.287352920593347327e-01,1.543990694148725251e-01,1.882789230304836858e-01,9.896043141074507832e-02,1.135767784068007769e-01,1.321854799274299053e-01,1.592886234528650413e-01,1.943109336601262782e-01,1.588176635756448629e-01,1.126560626802026455e-01,9.978986792525786076e-02,1.155501481903699196e-01,1.628853551121617338e-01,1.128358434925276228e-03,1.217289776409846659e-03,1.038131241385353842e-03,3.000000000000000000e+00
2.414647591309633246e-01,2.325064713280779738e-01,2.183854085297466663e-01,1.950585896600074698e-01,1.751331492192661765e-01,1.851581960363199997e-01,2.040609131178627300e-01,2.255676653645169449e-01,2.391495673312729331e-01,2.471948935210152576e-01,2.527624492350672575e-02,2.663717389716262901e-02,1.943105784952336296e-02,2.057643132967169192e-02,9.268153769698288247e-02,1.054752140731393395e-01,1.216798068145477918e-01,1.445682328395965222e-01,1.753125422602978545e-01,9.438983332598097076e-02,1.069263521283045082e-01,1.233198104440467596e-01,1.461283510081561043e-01,1.763710538653997517e-01,1.438533776447749879e-01,9.644473090398236748e-02,8.028058697630259533e-02,9.696677457391179866e-02,1.437330080019956768e-01,1.055958021537928846e-03,1.010467102019359025e-03,9.966897490405353648e-04,3.000000000000000000e+00
2.287543140025742328e-01,2.202646913484379854e-01,2.073469898929844180e-01,1.871884849518330451e-01,1.709755069209206446e-01,1.638308692587387705e-01,1.800719826806567170e-01,2.003618789370050224e-01,2.130951480297701706e-01,2.223262270809565899e-01,1.553495265722401077e-02,1.768878372930284340e-02,1.706757248423575873e-02,1.508380533041228655e-02,9.067467317341955380e-02,1.050625313060292443e-01,1.236682139795012847e-01,1.478416964830226166e-01,1.792595999980886312e-01,9.016155877847682742e-02,1.046617220234814516e-01,1.235010496677294012e-01,1.479585961050184917e-01,1.799921574877530739e-01,1.520350143149365174e-01,1.042343121125347410e-01,9.001401350726614958e-02,1.049533156049378968e-01,1.531619060078231176e-01,4.599963519217531265e-03,4.975043377235677765e-03,4.744834948140102746e-03,3.000000000000000000e+00
2.248171479626152602e-01,2.133201401786990747e-01,1.986294666874746928e-01,1.761709988597183196e-01,1.583852792485885841e-01,1.652230432921738268e-01,1.843115636739672270e-01,2.072035119691466865e-01,2.221692331936370723e-01,2.329107980905001929e-01,1.801168861403061941e-02,2.088040238445623004e-02,2.316172662141313676e-02,2.058507192285553844e-02,9.604443133960242907e-02,1.106136894657552688e-01,1.290981589043894429e-01,1.549066681581729721e-01,1.896699106596737572e-01,9.487544813165571522e-02,1.085355984114709377e-01,1.262442702658853333e-01,1.512476918616335042e-01,1.849409535619791212e-01,1.610125102100463113e-01,1.059404425676965661e-01,8.547978035657520512e-02,9.928994198474133670e-02,1.526565215221633021e-01,6.054323842842043030e-03,6.954074072496462151e-03,6.561699864468391666e-03,3.000000000000000000e+00
2.192987520611883179e-01,2.084927617929391575e-01,1.930585866240030202e-01,1.702100771483578134e-01,1.520583835586636623e-01,1.525037514898115731e-01,1.716151490257359913e-01,1.959005323876848170e-01,2.126352955139828027e-01,2.239722363151042395e-01,1.698262173971117062e-02,1.924733242534601083e-02,1.947716669454647651e-02,1.768649245104442561e-02,9.031925449259904648e-02,1.035720903062939124e-01,1.210819451353430387e-01,1.442116070759049129e-01,1.730275451966662714e-01,8.953739431804186300e-02,1.022555567436212592e-01,1.192799441754864714e-01,1.417452266737986022e-01,1.699159795830580133e-01,1.474213253211034691e-01,1.002344944799281740e-01,8.179653566897020223e-02,9.634726731021357737e-02,1.435733123838045799e-01,3.845691802043648116e-03,4.510195897537029770e-03,3.894478770945229793e-03,3.000000000000000000e+00
2.333533009783388124e-01,2.233738691232101670e-01,2.087354109641682276e-01,1.865482732735846971e-01,1.685975977555999317e-01,1.724220559735994418e-01,1.890217976951667489e-01,2.101492480781219363e-01,2.236846505361911597e-01,2.316116330781584909e-01,6.523395213678293350e-03,6.265549004843336267e-03,1.980943386623627150e-02,1.732583155241598435e-02,9.313625045267673319e-02,1.081498904999657340e-01,1.271352986409334807e-01,1.532818337442615197e-01,1.899972764100743838e-01,9.214355663013142073e-02,1.070666584159512824e-01,1.262948020924942183e-01,1.528325995696133144e-01,1.895641822801647780e-01,1.645965816911364454e-01,1.110158917288846803e-01,9.763728461026890959e-02,1.127404133529191776e-01,1.665006294721091962e-01,2.871937445530464705e-02,3.402151638601733086e-02,2.884054658914821448e-02,3.000000000000000000e+00
1.999575027224277379e-01,1.912715863871985722e-01,1.795318784540595458e-01,1.610776272661759156e-01,1.463551976508103980e-01,1.424053614243097621e-01,1.611512599938238199e-01,1.829338523807732542e-01,1.962416010670727795e-01,2.037574070664768255e-01,1.827198328901707622e-02,1.981754900287519341e-02,2.171256954632609995e-02,2.035994340975997088e-02,8.319202816656273702e-02,9.649445365278082332e-02,1.139897801283953904e-01,1.371509250430940074e-01,1.665487152490197631e-01,8.221406147907960038e-02,9.463196823502573185e-02,1.112181602222367532e-01,1.335400586287975033e-01,1.619690088381243176e-01,1.449668266274043715e-01,9.750652546428337231e-02,8.244295806625012712e-02,9.671533037554791434e-02,1.413990683492662992e-01,2.389354051244496277e-03,2.504246930837030621e-03,2.442694814879645560e-03,3.000000000000000000e+00
2.305084928755594675e-01,2.210613281909617478e-01,2.062514184373471227e-01,1.832652409844087726e-01,1.631582346407316475e-01,1.698581382673349238e-01,1.918580903732879372e-01,2.166144594764383147e-01,2.325598691345322488e-01,2.413336378818606576e-01,1.081716158500266832e-02,1.092338031496850950e-02,1.355103016494894376e-02,1.296697088307112618e-02,9.524555046413174519e-02,1.090449045717572923e-01,1.262220614520138950e-01,1.500189682077346653e-01,1.833828858602076506e-01,9.472552741347008143e-02,1.083628824011612368e-01,1.252959934051745550e-01,1.480077142780396871e-01,1.798485961825012358e-01,1.595498462581255994e-01,1.092723630739583229e-01,9.404387596066085542e-02,1.072706063693153883e-01,1.540413612952498124e-01,4.224348973755531235e-03,4.619193936009884788e-03,4.232802188983582174e-03,3.000000000000000000e+00
2.512014441707433043e-01,2.395328308025569675e-01,2.237829960181171030e-01,1.985647218791909974e-01,1.778691767085797126e-01,1.805224890894609191e-01,2.051750177053080493e-01,2.329524776271675868e-01,2.500894963634818224e-01,2.603562894186101651e-01,1.583169252843040151e-02,1.620486617957005160e-02,1.830618088964713550e-02,1.675900299428235291e-02,1.104878682773564325e-01,1.272118748683496725e-01,1.493526487318017348e-01,1.778032323664849312e-01,2.124009922317330046e-01,1.082032948672434353e-01,1.229171840266709281e-01,1.427832744693416367e-01,1.688579247722123144e-01,2.013161941306570168e-01,1.764951317788995555e-01,1.223721714184515114e-01,1.026544880527777565e-01,1.172557647326511465e-01,1.712127523732623890e-01,2.759374009385696415e-03,2.979722592178233719e-03,2.804317661047114364e-03,3.000000000000000000e+00
2.491700958696086154e-01,2.446764887041499303e-01,2.340231608567908128e-01,2.127759269802217967e-01,1.934436480080883036e-01,1.942920500819523000e-01,2.137348541554969505e-01,2.353448948661938378e-01,2.473960151296008270e-01,2.524894198568365389e-01,2.233233922348439038e-02,2.415514705625179323e-02,2.471173332344380261e-02,2.341071529951915808e-02,9.539477168418970809e-02,1.079943642384932900e-01,1.264539337013004805e-01,1.508985216130719620e-01,1.820057120552238950e-01,9.500391942573804815e-02,1.072527192319430028e-01,1.253590948719641163e-01,1.489867965560442986e-01,1.793131343332101668e-01,1.579369739068387790e-01,1.074194699628576444e-01,9.111558926891250021e-02,1.034290958602757105e-01,1.517412213722135472e-01,4.600250251971482046e-03,4.742478403340422317e-03,4.889856358851037144e-03,3.000000000000000000e+00
2.265618041218344370e-01,2.162918140864935612e-01,2.041810667976333982e-01,1.851327914357695503e-01,1.694326679820825354e-01,1.572602820438027682e-01,1.750218544673036170e-01,1.974227434412738902e-01,2.126353787476235879e-01,2.239538973916103404e-01,6.809515355260833264e-03,7.807366325173151038e-03,8.005824091463451322e-03,7.948595698240308594e-03,9.187751701749372057e-02,1.043799310947778752e-01,1.208415572135650012e-01,1.439340121678545914e-01,1.747489506284018168e-01,9.060527496259020153e-02,1.027028509929722722e-01,1.188294000004914419e-01,1.416294003293434300e-01,1.719723439757837868e-01,1.386083068551198227e-01,9.116115978034754208e-02,7.683727316947515373e-02,9.491946492712530214e-02,1.409878544053864979e-01,4.253914582493973327e-03,4.262503227274797891e-03,3.946282823010588241e-03,3.000000000000000000e+00
1.928612713551974001e-01,1.868004953846251759e-01,1.745854852284154102e-01,1.551402095017193894e-01,1.383355575754673383e-01,1.365575720601676646e-01,1.531897799806600791e-01,1.725996081624790179e-01,1.845285440248590203e-01,1.907730927545882305e-01,1.284693876917649552e-02,1.373177256377455628e-02,1.547764506484803140e-02,1.417287811055739817e-02,7.502866011733613782e-02,8.625796814323612172e-02,1.011701648428856015e-01,1.206383673513258259e-01,1.453026256237187896e-01,7.463290754020099338e-02,8.537769009721095370e-02,9.986288133904279440e-02,1.188906224430594655e-01,1.435609969608295511e-01,1.193066718089691447e-01,8.273994606522472317e-02,7.349496461103796618e-02,8.376159769838256719e-02,1.194564711250504646e-01,2.168777047851030201e-03,2.157118143922180133e-03,2.072997935318540968e-03,3.000000000000000000e+00
2.329399189984611707e-01,2.208630437652720491e-01,2.025241667522231503e-01,1.743965551818144610e-01,1.516484474426549878e-01,1.558519575892345077e-01,1.763606549967371151e-01,2.017951445696697932e-01,2.190168534562338398e-01,2.309132125680852798e-01,2.442014325968236768e-02,2.559082568828618259e-02,2.648990999287884063e-02,2.419659443695891185e-02,9.997871679909148268e-02,1.152820232210885615e-01,1.343154080582206755e-01,1.615070200942055056e-01,1.971833377335069082e-01,9.810843426865170636e-02,1.126831788572723869e-01,1.309415205562211026e-01,1.576253920856106328e-01,1.928001404417091502e-01,1.702428021378189771e-01,1.164706698305884441e-01,9.992768981680520690e-02,1.143806115774196747e-01,1.650573067788131953e-01,3.087153773921737926e-03,3.369688289379956653e-03,2.977632504028854266e-03,3.000000000000000000e+00
